#Name	Car.Gen.vx_1	DM.Steer.Ang	Time
#Unit	m/s	rad	s
#nStates	0	0	0
	         16.083122	        0.52959472	         326.92001
	         16.112528	        0.52432126	            326.94
	         16.141962	        0.51908994	         326.95999
	         16.171423	          0.513906	         326.98001
	         16.200912	        0.50876826	               327
	         16.230425	        0.50367355	         327.01999
	         16.259962	        0.49862048	         327.04001
	         16.289526	        0.49361455	            327.06
	         16.319113	        0.48865879	         327.07999
	         16.348724	        0.48375195	         327.10001
	         16.378357	        0.47889185	            327.12
	         16.408014	        0.47407705	         327.14001
	         16.437695	        0.46930715	            327.16
	         16.467394	        0.46458316	         327.17999
	         16.497114	        0.45990741	         327.20001
	         16.526854	        0.45528114	            327.22
	         16.556612	        0.45070428	         327.23999
	         16.586384	        0.44616961	         327.26001
	         16.616167	        0.44167492	            327.28
	          16.64596	        0.43722162	         327.29999
	          16.67576	        0.43280429	         327.32001
	         16.705568	        0.42841488	            327.34
	          16.73538	        0.42406163	         327.35999
	           16.7652	        0.41975617	            327.38
	         16.795025	        0.41550791	         327.39999
	         16.824852	        0.41132322	         327.42001
	         16.854685	        0.40720648	            327.44
	         16.884521	        0.40316099	         327.45999
	         16.914358	        0.39918968	         327.48001
	         16.944195	        0.39529398	             327.5
	         16.974031	        0.39147639	         327.51999
	          17.00387	        0.38773867	         327.54001
	         17.033707	          0.384083	            327.56
	         17.063545	        0.38051173	         327.57999
	         17.093378	        0.37702626	         327.60001
	         17.123205	        0.37362716	            327.62
	         17.153025	        0.37031531	         327.64001
	         17.182837	        0.36709762	            327.66
	         17.212639	         0.3639788	         327.67999
	         17.242434	        0.36095765	         327.70001
	         17.272219	        0.35803244	            327.72
	         17.301994	        0.35520187	         327.73999
	         17.331762	        0.35246557	         327.76001
	         17.361521	        0.34982312	            327.78
	          17.39127	        0.34727442	         327.79999
	         17.421011	        0.34482053	         327.82001
	         17.450741	        0.34246302	            327.84
	         17.480459	        0.34020323	         327.85999
	          17.51017	        0.33804151	            327.88
	         17.539873	        0.33597815	         327.89999
	         17.569565	        0.33401355	         327.92001
	         17.599249	        0.33214846	            327.94
	         17.628925	        0.33038366	         327.95999
	         17.658592	        0.32871962	         327.98001
	         17.688251	        0.32715678	               328
	         17.717901	        0.32569578	         328.01999
	         17.747543	        0.32433796	         328.04001
	         17.777178	        0.32308313	            328.06
	         17.806805	        0.32193065	         328.07999
	         17.836422	        0.32087994	         328.10001
	         17.866032	        0.31993017	            328.12
	         17.895634	        0.31908041	         328.14001
	         17.925228	        0.31833005	            328.16
	         17.954813	        0.31767863	         328.17999
	         17.984392	        0.31712577	         328.20001
	         18.013962	        0.31667101	            328.22
	         18.043524	        0.31631371	         328.23999
	         18.073078	        0.31605285	         328.26001
	         18.102625	        0.31588802	            328.28
	         18.132164	        0.31581926	         328.29999
	         18.161695	        0.31584567	         328.32001
	         18.191217	        0.31596673	            328.34
	         18.220734	        0.31618348	         328.35999
	          18.25024	        0.31649545	            328.38
	         18.279741	         0.3169018	         328.39999
	         18.309233	        0.31740555	         328.42001
	         18.338717	        0.31801414	            328.44
	         18.368193	        0.31872711	         328.45999
	         18.397657	        0.31953496	         328.48001
	         18.427109	         0.3204264	             328.5
	         18.456543	        0.32139322	         328.51999
	         18.485956	        0.32243103	         328.54001
	         18.515348	        0.32353902	            328.56
	          18.54471	        0.32471895	         328.57999
	         18.574039	        0.32597366	         328.60001
	         18.603336	        0.32730526	            328.62
	         18.632595	        0.32871491	         328.64001
	         18.661753	        0.33019859	            328.66
	           18.6903	        0.33170769	         328.67999
	          18.71697	        0.33303598	         328.70001
	         18.739832	        0.33378482	            328.72
	         18.755632	        0.33343014	         328.73999
	         18.761471	        0.33178443	         328.76001
	         18.763878	        0.32912198	            328.78
	          18.76515	        0.32612008	         328.79999
	         18.765528	        0.32310027	         328.82001
	         18.765156	        0.32018396	            328.84
	         18.764132	        0.31750083	         328.85999
	         18.762539	        0.31516176	            328.88
	         18.760307	        0.31323862	         328.89999
	          18.75745	        0.31177002	         328.92001
	         18.754221	        0.31076941	            328.94
	         18.750763	        0.31026015	         328.95999
	          18.74716	        0.31024045	         328.98001
	         18.743467	         0.3107022	               329
	         18.740797	        0.31161755	         329.01999
	         18.738361	        0.31305453	         329.04001
	         18.732843	        0.31509045	            329.06
	         18.725807	        0.31739095	         329.07999
	         18.717913	        0.31979153	         329.10001
	          18.70953	        0.32221127	            329.12
	         18.700926	        0.32462794	         329.14001
	         18.692438	        0.32704893	            329.16
	         18.684877	        0.32947066	         329.17999
	         18.678898	        0.33193982	         329.20001
	         18.674747	        0.33455098	            329.22
	         18.672392	        0.33740053	         329.23999
	         18.671667	        0.34055841	         329.26001
	         18.672422	        0.34405115	            329.28
	         18.674511	        0.34786919	         329.29999
	         18.677813	         0.3519673	         329.32001
	         18.682234	        0.35628447	            329.34
	         18.687696	        0.36076432	         329.35999
	         18.694139	        0.36538136	            329.38
	         18.701504	         0.3701033	         329.39999
	         18.709738	        0.37488663	         329.42001
	           18.7188	        0.37967688	            329.44
	          18.72864	        0.38442558	         329.45999
	         18.739222	         0.3890934	         329.48001
	         18.750502	        0.39365172	             329.5
	         18.762442	         0.3980855	         329.51999
	         18.775005	         0.4023892	         329.54001
	         18.788158	        0.40656275	            329.56
	         18.801868	         0.4106108	         329.57999
	         18.816105	        0.41454154	         329.60001
	         18.830841	        0.41836765	            329.62
	         18.846048	        0.42211038	         329.64001
	         18.861706	        0.42580277	            329.66
	         18.877787	        0.42946136	         329.67999
	         18.894272	        0.43310088	         329.70001
	         18.911142	         0.4367348	            329.72
	         18.928383	        0.44037786	         329.73999
	         18.945982	        0.44405809	         329.76001
	         18.963923	        0.44778982	            329.78
	         18.982193	        0.45157623	         329.79999
	         19.000784	        0.45541975	         329.82001
	         19.019684	        0.45932505	            329.84
	         19.038885	        0.46328938	         329.85999
	         19.058382	        0.46730703	            329.88
	         19.078161	        0.47137222	         329.89999
	         19.098219	        0.47548872	         329.92001
	         19.118538	        0.47964406	            329.94
	         19.139109	        0.48381925	         329.95999
	         19.159916	        0.48798466	         329.98001
	         19.180944	         0.4921183	               330
	         19.202187	        0.49620727	         330.01999
	         19.223629	        0.50024545	         330.04001
	         19.245266	        0.50424182	            330.06
	         19.267084	         0.5081892	         330.07999
	          19.28908	        0.51207441	         330.10001
	         19.311241	        0.51588309	            330.12
	         19.333563	        0.51960367	         330.14001
	         19.356037	         0.5232408	            330.16
	         19.378654	        0.52679288	         330.17999
	         19.401409	        0.53025103	         330.20001
	         19.424294	        0.53360569	            330.22
	           19.4473	        0.53684962	         330.23999
	         19.470423	        0.53997886	         330.26001
	         19.493658	        0.54299074	            330.28
	         19.516996	        0.54588455	         330.29999
	         19.540436	        0.54866189	         330.32001
	         19.563967	        0.55133033	            330.34
	         19.587589	        0.55390936	         330.35999
	         19.611296	        0.55639362	            330.38
	         19.635084	        0.55876774	         330.39999
	         19.658951	         0.5610348	         330.42001
	         19.682892	        0.56319451	            330.44
	         19.706902	        0.56524211	         330.45999
	         19.730982	        0.56718254	         330.48001
	         19.755131	        0.56902158	             330.5
	         19.779343	        0.57076359	         330.51999
	         19.803617	        0.57241213	         330.54001
	         19.827953	        0.57396936	            330.56
	         19.852348	        0.57543677	         330.57999
	         19.876802	        0.57681221	         330.60001
	         19.901312	        0.57809222	            330.62
	         19.925879	        0.57927263	         330.64001
	           19.9505	        0.58034968	            330.66
	         19.975178	        0.58131915	         330.67999
	         19.999908	        0.58217806	         330.70001
	         20.024694	        0.58292347	            330.72
	         20.049532	        0.58355319	         330.73999
	         20.074423	        0.58407319	         330.76001
	         20.099365	        0.58448821	            330.78
	         20.124361	         0.5847978	         330.79999
	          20.14941	        0.58500051	         330.82001
	         20.174511	        0.58509088	            330.84
	         20.199661	        0.58506542	         330.85999
	         20.224865	        0.58492213	            330.88
	          20.25012	         0.5846594	         330.89999
	         20.275427	        0.58427769	         330.92001
	         20.300787	         0.5837757	            330.94
	         20.326199	        0.58314729	         330.95999
	         20.351665	        0.58239293	         330.98001
	         20.377184	        0.58151901	               331
	         20.402756	        0.58053172	         331.01999
	         20.428381	        0.57943588	         331.04001
	         20.454062	         0.5782361	            331.06
	         20.479795	        0.57693481	         331.07999
	         20.505583	        0.57553375	         331.10001
	         20.531427	        0.57403493	            331.12
	         20.557327	        0.57243991	         331.14001
	         20.583282	        0.57074946	            331.16
	         20.609293	        0.56896394	         331.17999
	         20.635361	        0.56708461	         331.20001
	         20.661484	        0.56511307	            331.22
	         20.687662	        0.56305259	         331.23999
	           20.7139	        0.56090564	         331.26001
	         20.740192	        0.55867374	            331.28
	         20.766542	        0.55635715	         331.29999
	         20.792952	        0.55395633	         331.32001
	          20.81942	        0.55147266	            331.34
	         20.845945	        0.54890788	         331.35999
	          20.87253	        0.54626471	            331.38
	         20.899174	        0.54354346	         331.39999
	         20.925877	        0.54074425	         331.42001
	         20.952639	        0.53786772	            331.44
	         20.979462	        0.53491545	         331.45999
	         21.006344	        0.53188866	         331.48001
	         21.033289	        0.52878892	             331.5
	         21.060293	        0.52561754	         331.51999
	         21.087357	        0.52236956	         331.54001
	         21.114483	         0.5190438	            331.56
	         21.141672	        0.51564401	         331.57999
	         21.168921	        0.51217395	         331.60001
	         21.196232	        0.50863671	            331.62
	         21.223604	        0.50503612	         331.64001
	         21.251038	        0.50138307	            331.66
	          21.27853	        0.49768266	         331.67999
	          21.30608	        0.49393699	         331.70001
	         21.333691	        0.49014878	            331.72
	         21.361361	        0.48631942	         331.73999
	         21.389088	        0.48244721	         331.76001
	         21.416876	        0.47853032	            331.78
	         21.444723	        0.47456792	         331.79999
	          21.47263	         0.4705601	         331.82001
	         21.500593	        0.46650681	            331.84
	         21.528616	        0.46240777	         331.85999
	         21.556696	        0.45826364	            331.88
	         21.584835	        0.45407593	         331.89999
	         21.613033	        0.44984582	         331.92001
	         21.641291	        0.44557318	            331.94
	         21.669607	         0.4412584	         331.95999
	         21.697983	        0.43690285	         331.98001
	         21.726414	        0.43250778	               332
	         21.754902	        0.42807415	         332.01999
	         21.783449	        0.42360318	         332.04001
	         21.812054	        0.41909423	            332.06
	         21.840715	        0.41453758	         332.07999
	         21.869436	        0.40994018	         332.10001
	         21.898212	         0.4053039	            332.12
	         21.927042	        0.40062323	         332.14001
	         21.955925	        0.39590079	            332.16
	         21.984861	        0.39114004	         332.17999
	         22.013851	        0.38634282	         332.20001
	         22.042887	        0.38150999	            332.22
	          22.07197	        0.37664431	         332.23999
	         22.101099	        0.37174746	         332.26001
	         22.130272	        0.36682037	            332.28
	         22.159489	        0.36186439	         332.29999
	         22.188751	         0.3568804	         332.32001
	         22.218052	        0.35187042	            332.34
	         22.247391	        0.34683982	         332.35999
	         22.276772	        0.34179306	            332.38
	         22.306189	        0.33673495	         332.39999
	         22.335646	        0.33168438	         332.42001
	         22.365135	        0.32666051	            332.44
	         22.394659	         0.3216691	         332.45999
	         22.424215	         0.3166973	         332.48001
	         22.453804	        0.31172588	             332.5
	         22.483427	        0.30672696	         332.51999
	         22.513081	        0.30169058	         332.54001
	         22.542765	        0.29662254	            332.56
	         22.572479	        0.29152873	         332.57999
	         22.602224	        0.28640819	         332.60001
	         22.631998	        0.28126383	            332.62
	           22.6618	        0.27610192	         332.64001
	         22.691631	         0.2709299	            332.66
	         22.721485	        0.26575407	         332.67999
	         22.751366	        0.26058605	         332.70001
	         22.781269	        0.25544903	            332.72
	         22.811193	        0.25035396	         332.73999
	         22.841141	        0.24530116	         332.76001
	         22.871105	        0.24029209	            332.78
	         22.901091	        0.23532012	         332.79999
	         22.931093	        0.23037498	         332.82001
	         22.961113	        0.22543818	            332.84
	         22.991154	        0.22048196	         332.85999
	         23.021212	        0.21549271	            332.88
	         23.051289	         0.2104779	         332.89999
	         23.081379	        0.20544432	         332.92001
	         23.111485	        0.20040177	            332.94
	         23.141607	        0.19535777	         332.95999
	         23.171747	        0.19032697	         332.98001
	           23.2019	        0.18532045	               333
	         23.232063	        0.18033835	         333.01999
	         23.262234	        0.17538364	         333.04001
	         23.292416	        0.17046048	            333.06
	         23.322607	        0.16556673	         333.07999
	         23.352808	        0.16069832	         333.10001
	         23.383009	        0.15585053	            333.12
	         23.413206	        0.15102287	         333.14001
	         23.443403	        0.14620936	            333.16
	           23.4736	        0.14139277	         333.17999
	         23.503799	        0.13655241	         333.20001
	         23.533998	        0.13168545	            333.22
	         23.564194	        0.12679932	         333.23999
	         23.594387	         0.1219063	         333.26001
	         23.624577	         0.1170241	            333.28
	         23.654764	        0.11215818	         333.29999
	          23.68495	        0.10730967	         333.32001
	         23.715132	        0.10247946	            333.34
	         23.745308	       0.097667992	         333.35999
	          23.77548	       0.092878111	            333.38
	         23.805649	        0.08811079	         333.39999
	         23.835815	       0.083366841	         333.42001
	         23.865976	       0.078649037	            333.44
	          23.89613	       0.073959433	         333.45999
	         23.926275	       0.069297187	         333.48001
	         23.956409	       0.064659595	             333.5
	         23.986528	       0.060030535	         333.51999
	         24.016611	       0.055402637	         333.54001
	         24.046618	       0.050777297	            333.56
	         24.076509	       0.046156999	         333.57999
	         24.106241	       0.041543972	         333.60001
	         24.135771	       0.036937784	            333.62
	         24.165054	        0.03234705	         333.64001
	         24.194063	       0.027778588	            333.66
	         24.222765	       0.023233647	         333.67999
	         24.251129	       0.018712407	         333.70001
	         24.279123	       0.014213189	            333.72
	         24.306713	      0.0097383708	         333.73999
	          24.33387	      0.0052917381	         333.76001
	         24.360561	     0.00087698991	            333.78
	         24.386757	     -0.0035051315	         333.79999
	          24.41242	     -0.0078560067	         333.82001
	         24.437521	      -0.012172935	            333.84
	         24.462029	      -0.016464025	         333.85999
	         24.485912	      -0.020720175	            333.88
	         24.509132	      -0.024932621	         333.89999
	         24.531654	      -0.029100392	         333.92001
	         24.553452	      -0.033220623	            333.94
	         24.574499	      -0.037290961	         333.95999
	         24.594767	      -0.041309997	         333.98001
	         24.614216	      -0.045275684	               334
	          24.63282	      -0.049184807	         334.01999
	         24.650555	      -0.053037804	         334.04001
	         24.667398	       -0.05683291	            334.06
	         24.683321	       -0.06056948	         334.07999
	         24.698298	      -0.064247236	         334.10001
	         24.712301	      -0.067862697	            334.12
	         24.725315	      -0.071417049	         334.14001
	          24.73732	      -0.074910462	            334.16
	         24.748299	      -0.078350976	         334.17999
	          24.75823	      -0.081736036	         334.20001
	         24.767097	      -0.085059598	            334.22
	         24.774885	      -0.088322602	         334.23999
	         24.781576	      -0.091523848	         334.26001
	         24.787155	      -0.094661891	            334.28
	         24.791609	      -0.097738206	         334.29999
	         24.794924	       -0.10075489	         334.32001
	         24.797091	       -0.10371368	            334.34
	         24.798096	       -0.10661601	         334.35999
	         24.797928	       -0.10945331	            334.38
	         24.796576	       -0.11221798	         334.39999
	         24.794024	       -0.11491217	         334.42001
	         24.790218	        -0.1175437	            334.44
	         24.785143	       -0.12011842	         334.45999
	         24.778799	       -0.12264264	         334.48001
	          24.77116	       -0.12511344	             334.5
	         24.762157	       -0.12751411	         334.51999
	         24.751678	       -0.12983675	         334.54001
	         24.739809	       -0.13207695	            334.56
	         24.725939	        -0.1342438	         334.57999
	         24.709665	       -0.13629888	         334.60001
	         24.690845	       -0.13822053	            334.62
	          24.66931	       -0.14001095	         334.64001
	           24.6453	       -0.14165013	            334.66
	         24.619564	       -0.14310613	         334.67999
	         24.592606	       -0.14439145	         334.70001
	         24.564655	       -0.14553447	            334.72
	         24.535797	       -0.14656568	         334.73999
	         24.506029	        -0.1475016	         334.76001
	         24.475271	       -0.14837022	            334.78
	         24.443495	       -0.14920031	         334.79999
	         24.410738	       -0.15001976	         334.82001
	         24.377083	        -0.1508479	            334.84
	         24.342636	       -0.15171038	         334.85999
	         24.307507	       -0.15264155	            334.88
	         24.271805	        -0.1536728	         334.89999
	         24.235624	       -0.15481511	         334.92001
	         24.199041	       -0.15608531	            334.94
	         24.162121	       -0.15748477	         334.95999
	         24.124916	       -0.15900533	         334.98001
	         24.087471	       -0.16064656	               335
	          24.04982	       -0.16240035	         335.01999
	         24.011992	       -0.16425391	         335.04001
	         23.974009	       -0.16620491	            335.06
	         23.935884	       -0.16824974	         335.07999
	         23.897638	       -0.17037757	         335.10001
	         23.859262	       -0.17257832	            335.12
	         23.820784	       -0.17483599	         335.14001
	         23.782269	       -0.17713575	            335.16
	         23.743803	       -0.17946607	         335.17999
	         23.705484	       -0.18181847	         335.20001
	         23.667381	       -0.18419017	            335.22
	          23.62952	       -0.18659058	         335.23999
	         23.591873	        -0.1890278	         335.26001
	         23.554379	       -0.19149947	            335.28
	         23.516968	       -0.19398873	         335.29999
	         23.479574	       -0.19647501	         335.32001
	         23.442123	        -0.1989477	            335.34
	         23.404541	       -0.20139636	         335.35999
	         23.366756	       -0.20381412	            335.38
	         23.328695	       -0.20619316	         335.39999
	         23.290321	       -0.20850587	         335.42001
	         23.251637	       -0.21073444	            335.44
	         23.212635	       -0.21287204	         335.45999
	         23.173319	       -0.21491559	         335.48001
	          23.13369	       -0.21686377	             335.5
	         23.093752	       -0.21871515	         335.51999
	         23.053513	       -0.22047552	         335.54001
	         23.012978	       -0.22215597	            335.56
	         22.972157	       -0.22376867	         335.57999
	         22.931063	       -0.22532766	         335.60001
	         22.889702	       -0.22684753	            335.62
	         22.848087	       -0.22833291	         335.64001
	         22.806225	       -0.22978604	            335.66
	         22.764128	       -0.23122399	         335.67999
	         22.721806	       -0.23267131	         335.70001
	         22.679268	        -0.2341443	            335.72
	         22.636526	       -0.23565458	         335.73999
	         22.593588	       -0.23721062	         335.76001
	         22.550468	       -0.23880818	            335.78
	         22.507172	       -0.24044788	         335.79999
	         22.463707	       -0.24213226	         335.82001
	         22.420078	       -0.24386369	            335.84
	         22.376293	       -0.24564597	         335.85999
	         22.332357	       -0.24748926	            335.88
	         22.288279	       -0.24940097	         335.89999
	         22.244062	       -0.25138259	         335.92001
	         22.199715	       -0.25342077	            335.94
	         22.155239	        -0.2555041	         335.95999
	         22.110638	       -0.25762644	         335.98001
	         22.065916	       -0.25978151	               336
	         22.021078	       -0.26196331	         336.01999
	         21.976126	       -0.26416606	         336.04001
	         21.931067	       -0.26638493	            336.06
	         21.885902	       -0.26861513	         336.07999
	         21.840641	       -0.27085361	         336.10001
	         21.795286	       -0.27309754	            336.12
	         21.749844	       -0.27534372	         336.14001
	         21.704317	       -0.27758867	            336.16
	         21.658712	       -0.27983224	         336.17999
	         21.613035	       -0.28207645	         336.20001
	         21.567291	       -0.28432441	            336.22
	         21.521488	       -0.28657913	         336.23999
	         21.475628	        -0.2888439	         336.26001
	          21.42972	       -0.29112285	            336.28
	          21.38377	       -0.29341462	         336.29999
	         21.337784	       -0.29571861	         336.32001
	         21.291769	       -0.29803821	            336.34
	         21.245729	       -0.30037895	         336.35999
	         21.199673	       -0.30274609	            336.38
	         21.153605	       -0.30514604	         336.39999
	         21.107531	       -0.30758777	         336.42001
	         21.061455	       -0.31007406	            336.44
	         21.015387	       -0.31260675	         336.45999
	          20.96933	       -0.31518713	         336.48001
	         20.923288	       -0.31781432	             336.5
	         20.877268	       -0.32048625	         336.51999
	         20.831274	       -0.32320032	         336.54001
	         20.785311	       -0.32595503	            336.56
	         20.739384	       -0.32874972	         336.57999
	         20.693495	       -0.33157673	         336.60001
	         20.647652	       -0.33442491	            336.62
	         20.601856	       -0.33729202	         336.64001
	         20.556114	       -0.34017918	            336.66
	         20.510429	       -0.34308785	         336.67999
	         20.464806	        -0.3460198	         336.70001
	          20.41925	       -0.34897995	            336.72
	         20.373768	       -0.35197476	         336.73999
	         20.328362	       -0.35500535	         336.76001
	         20.283037	       -0.35807118	            336.78
	         20.237799	       -0.36116934	         336.79999
	         20.192652	       -0.36430135	         336.82001
	           20.1476	       -0.36746833	            336.84
	         20.102648	       -0.37067115	         336.85999
	         20.057802	       -0.37391159	            336.88
	         20.013069	       -0.37719193	         336.89999
	         19.968449	       -0.38051435	         336.92001
	         19.923952	       -0.38388106	            336.94
	         19.879583	        -0.3872937	         336.95999
	         19.835346	       -0.39075348	         336.98001
	         19.791248	       -0.39426324	               337
	         19.747295	       -0.39782649	         337.01999
	         19.703491	       -0.40144631	         337.04001
	         19.659845	        -0.4051258	            337.06
	         19.616362	       -0.40887421	         337.07999
	         19.573046	        -0.4126963	         337.10001
	         19.529905	       -0.41659361	            337.12
	         19.486946	       -0.42056623	         337.14001
	         19.444174	       -0.42461365	            337.16
	         19.401598	       -0.42873427	         337.17999
	         19.359221	       -0.43292552	         337.20001
	         19.317053	       -0.43718502	            337.22
	         19.275101	       -0.44151047	         337.23999
	         19.233372	       -0.44590107	         337.26001
	         19.191872	       -0.45035449	            337.28
	          19.15061	       -0.45486611	         337.29999
	         19.109594	       -0.45942745	         337.32001
	         19.068834	       -0.46403357	            337.34
	         19.028336	       -0.46867803	         337.35999
	          18.98811	       -0.47335672	            337.38
	         18.948164	       -0.47806957	         337.39999
	         18.908514	       -0.48281801	         337.42001
	         18.869165	       -0.48760933	            337.44
	         18.830132	       -0.49245265	         337.45999
	         18.791422	       -0.49735332	         337.48001
	         18.753052	       -0.50231534	             337.5
	         18.715031	       -0.50734246	         337.51999
	         18.677366	       -0.51243579	         337.54001
	         18.640059	       -0.51759815	            337.56
	         18.603109	       -0.52282268	         337.57999
	          18.56654	       -0.52810955	         337.60001
	         18.530361	       -0.53345901	            337.62
	         18.494589	       -0.53887218	         337.64001
	         18.459227	        -0.5443449	            337.66
	         18.424282	       -0.54988414	         337.67999
	         18.389757	       -0.55549461	         337.70001
	         18.355648	       -0.56117421	            337.72
	         18.321953	       -0.56691784	         337.73999
	         18.288662	        -0.5727191	         337.76001
	          18.25577	       -0.57857007	            337.78
	         18.223267	       -0.58446091	         337.79999
	         18.191145	        -0.5903796	         337.82001
	         18.159395	       -0.59631437	            337.84
	         18.128012	       -0.60225272	         337.85999
	         18.096985	       -0.60818243	            337.88
	         18.066311	       -0.61409199	         337.89999
	         18.035986	       -0.61997211	         337.92001
	         18.006008	       -0.62581593	            337.94
	         17.976376	       -0.63162118	         337.95999
	          17.94709	       -0.63738465	         337.98001
	         17.918154	        -0.6431033	               338
	         17.889568	       -0.64877456	         338.01999
	         17.861349	       -0.65439278	         338.04001
	         17.833487	       -0.65996504	            338.06
	         17.805986	       -0.66549057	         338.07999
	         17.778854	       -0.67097408	         338.10001
	         17.752102	       -0.67642069	            338.12
	         17.725731	       -0.68183583	         338.14001
	         17.699751	       -0.68723017	            338.16
	          17.67417	       -0.69261581	         338.17999
	         17.648989	       -0.69800556	         338.20001
	         17.624216	       -0.70340693	            338.22
	         17.599852	       -0.70882481	         338.23999
	         17.575903	       -0.71426183	         338.26001
	         17.552372	       -0.71971679	            338.28
	         17.529259	       -0.72518641	         338.29999
	         17.506565	       -0.73066247	         338.32001
	         17.484291	       -0.73614085	            338.34
	         17.462439	       -0.74161237	         338.35999
	         17.441004	       -0.74706811	            338.38
	         17.419985	       -0.75249749	         338.39999
	         17.399384	       -0.75789267	         338.42001
	         17.379194	       -0.76324302	            338.44
	         17.359407	       -0.76854062	         338.45999
	         17.340012	       -0.77377272	         338.48001
	         17.321007	       -0.77892566	             338.5
	         17.302399	        -0.7839886	         338.51999
	          17.28418	       -0.78895122	         338.54001
	         17.266352	       -0.79380196	            338.56
	         17.248909	       -0.79853892	         338.57999
	         17.231848	       -0.80315912	         338.60001
	          17.21516	       -0.80766153	            338.62
	         17.198843	        -0.8120513	         338.64001
	         17.182888	       -0.81632584	            338.66
	          17.16729	       -0.82048094	         338.67999
	         17.152042	       -0.82451308	         338.70001
	         17.137142	       -0.82841855	            338.72
	         17.122593	       -0.83219296	         338.73999
	          17.10841	       -0.83583415	         338.76001
	         17.094616	        -0.8393473	            338.78
	         17.081234	       -0.84273982	         338.79999
	         17.068283	         -0.846021	         338.82001
	         17.055779	       -0.84920406	            338.84
	         17.043715	       -0.85231102	         338.85999
	         17.031895	       -0.85539466	            338.88
	         17.020203	       -0.85840517	         338.89999
	         17.008585	       -0.86130267	         338.92001
	         16.997019	       -0.86403871	            338.94
	         16.985483	       -0.86656177	         338.95999
	         16.973978	       -0.86882627	         338.98001
	         16.962568	       -0.87079072	               339
	         16.951353	       -0.87243211	         339.01999
	         16.940428	       -0.87375689	         339.04001
	         16.929865	       -0.87480116	            339.06
	         16.919712	       -0.87562245	         339.07999
	         16.909986	       -0.87628996	         339.10001
	         16.900583	       -0.87688482	            339.12
	          16.89127	       -0.87747198	         339.14001
	         16.881796	       -0.87806237	            339.16
	         16.871946	       -0.87861049	         339.17999
	         16.861595	        -0.8790195	         339.20001
	         16.851702	       -0.87908727	            339.22
	         16.843891	       -0.87862724	         339.23999
	         16.837336	       -0.87820178	         339.26001
	         16.831442	       -0.87809831	            339.28
	         16.825909	        -0.8784073	         339.29999
	         16.820578	       -0.87909347	         339.32001
	         16.815392	       -0.88004667	            339.34
	         16.810472	       -0.88108242	         339.35999
	         16.805794	       -0.88209444	            339.38
	         16.801294	       -0.88298649	         339.39999
	         16.796932	       -0.88367993	         339.42001
	         16.792679	       -0.88411385	            339.44
	         16.788456	       -0.88422871	         339.45999
	          16.77915	       -0.88341832	         339.48001
	         16.753466	       -0.88121849	             339.5
	         16.715477	       -0.87631464	         339.51999
	         16.681816	       -0.86469811	         339.54001
	         16.656477	       -0.84762347	            339.56
	         16.638031	       -0.82913506	         339.57999
	         16.624514	       -0.81261671	         339.60001
	         16.614437	       -0.80002999	            339.62
	         16.606848	       -0.79216337	         339.64001
	         16.601107	       -0.78892344	            339.66
	         16.596756	       -0.78946513	         339.67999
	         16.593485	       -0.79282552	         339.70001
	         16.591112	       -0.79830259	            339.72
	         16.589529	       -0.80530107	         339.73999
	         16.588671	       -0.81329262	         339.76001
	         16.588503	       -0.82182086	            339.78
	         16.589005	       -0.83048815	         339.79999
	         16.590158	       -0.83894342	         339.82001
	         16.591949	       -0.84691769	            339.84
	         16.594364	       -0.85419726	         339.85999
	         16.597383	       -0.86060637	            339.88
	         16.600985	       -0.86595595	         339.89999
	         16.605148	       -0.87011313	         339.92001
	         16.609846	       -0.87299418	            339.94
	         16.615053	       -0.87456715	         339.95999
	         16.620737	       -0.87485319	         339.98001
	         16.626863	       -0.87393022	               340
	         16.633396	       -0.87189734	         340.01999
	         16.640297	       -0.86884779	         340.04001
	         16.647533	       -0.86493021	            340.06
	         16.655069	        -0.8603484	         340.07999
	         16.662876	       -0.85531968	         340.10001
	         16.670927	       -0.85003036	            340.12
	         16.679201	       -0.84466124	         340.14001
	         16.687683	       -0.83935452	            340.16
	         16.696363	       -0.83423948	         340.17999
	         16.705238	       -0.82943028	         340.20001
	         16.714306	       -0.82501966	            340.22
	         16.723566	       -0.82105142	         340.23999
	         16.733025	       -0.81753427	         340.26001
	         16.742687	       -0.81444955	            340.28
	         16.752562	       -0.81175745	         340.29999
	         16.762655	       -0.80939853	         340.32001
	         16.772978	       -0.80727762	            340.34
	         16.783539	        -0.8053264	         340.35999
	         16.794342	       -0.80352175	            340.38
	         16.805399	       -0.80184788	         340.39999
	         16.816713	       -0.80028617	         340.42001
	         16.828293	       -0.79881209	            340.44
	         16.840141	       -0.79740006	         340.45999
	         16.852266	       -0.79601872	         340.48001
	         16.864666	       -0.79462785	             340.5
	         16.877344	       -0.79318339	         340.51999
	         16.890297	       -0.79165888	         340.54001
	         16.903526	       -0.79003567	            340.56
	         16.917027	        -0.7883001	         340.57999
	         16.930794	       -0.78644037	         340.60001
	          16.94482	       -0.78445017	            340.62
	         16.959105	         -0.782323	         340.64001
	         16.973635	       -0.78003985	            340.66
	         16.988405	       -0.77760148	         340.67999
	         17.003408	       -0.77502286	         340.70001
	         17.018635	       -0.77231687	            340.72
	         17.034077	       -0.76949239	         340.73999
	         17.049728	       -0.76655763	         340.76001
