#Name	Car.Gen.vx_1	DM.Steer.Ang	Time
#Unit	m/s	rad	s
#nStates	0	0	0
	         22.787327	      -0.081965633	             23.82
	         22.816183	      -0.079696551	             23.84
	         22.845068	      -0.077467345	         23.860001
	         22.873981	      -0.075278617	         23.879999
	         22.902922	      -0.073130324	              23.9
	         22.931889	      -0.071021974	             23.92
	         22.960882	      -0.068952896	         23.940001
	         22.989901	       -0.06692265	         23.959999
	         23.018946	      -0.064931139	             23.98
	         23.048014	      -0.062978826	                24
	         23.077108	      -0.061065927	             24.02
	         23.106226	      -0.059191402	         24.040001
	         23.135368	      -0.057353999	         24.059999
	         23.164532	      -0.055552498	             24.08
	          23.19372	      -0.053785831	              24.1
	         23.222931	      -0.052053139	         24.120001
	         23.252163	      -0.050353743	         24.139999
	         23.281418	        -0.0486871	             24.16
	         23.310694	      -0.047052786	             24.18
	         23.339987	      -0.045450486	         24.200001
	         23.369297	      -0.043879885	         24.219999
	         23.398619	      -0.042340703	             24.24
	         23.427956	      -0.040832736	             24.26
	         23.457302	      -0.039355867	         24.280001
	          23.48666	      -0.037910037	         24.299999
	         23.516027	      -0.036495239	             24.32
	         23.545408	      -0.035111502	             24.34
	         23.574797	      -0.033758849	         24.360001
	         23.604195	      -0.032437321	         24.379999
	         23.633604	      -0.031146917	              24.4
	         23.663021	       -0.02988763	             24.42
	          23.69245	      -0.028659461	         24.440001
	         23.721886	        -0.0274624	         24.459999
	         23.751329	      -0.026296431	             24.48
	         23.780783	      -0.025161179	              24.5
	         23.810246	      -0.024052234	             24.52
	         23.839714	      -0.022967763	         24.540001
	         23.869192	      -0.021909567	         24.559999
	         23.898678	       -0.02088155	             24.58
	         23.928171	      -0.019886833	              24.6
	          23.95767	      -0.018925002	         24.620001
	         23.987179	       -0.01799476	         24.639999
	         24.016691	      -0.017095659	             24.66
	         24.046206	      -0.016226947	             24.68
	         24.075722	      -0.015387707	         24.700001
	          24.10524	      -0.014577068	         24.719999
	         24.134756	      -0.013794243	             24.74
	         24.164272	       -0.01303851	             24.76
	          24.19379	      -0.012309197	         24.780001
	         24.223307	      -0.011605624	         24.799999
	         24.252823	       -0.01092707	             24.82
	         24.282339	      -0.010272733	             24.84
	         24.311855	      -0.009642059	         24.860001
	         24.341372	     -0.0090343654	         24.879999
	         24.370888	     -0.0084489314	              24.9
	         24.400402	     -0.0078850398	             24.92
	         24.429918	     -0.0073419637	         24.940001
	         24.459435	     -0.0068189735	         24.959999
	         24.488949	     -0.0063156448	             24.98
	         24.518465	     -0.0058315098	                25
	         24.547979	     -0.0053651803	             25.02
	         24.577496	     -0.0049157757	         25.040001
	          24.60701	     -0.0044827615	         25.059999
	         24.636524	     -0.0040657055	             25.08
	         24.666039	     -0.0036641723	              25.1
	         24.695555	     -0.0032776911	         25.120001
	         24.725069	     -0.0029057644	         25.139999
	         24.754583	     -0.0025478948	             25.16
	         24.784098	     -0.0022035984	             25.18
	         24.813612	     -0.0018724112	         25.200001
	         24.843126	     -0.0015538994	         25.219999
	         24.872643	       -0.00124765	             25.24
	         24.902157	    -0.00095327449	             25.26
	         24.931671	    -0.00067040866	         25.280001
	         24.961185	    -0.00039870612	         25.299999
	         24.990702	    -0.00013783415	             25.32
	         25.020216	     0.00011281925	             25.34
	          25.04973	     0.00035431638	         25.360001
	         25.079247	     0.00058580143	         25.379999
	         25.108761	     0.00080695294	              25.4
	         25.138275	      0.0010180534	             25.42
	         25.167791	      0.0012195576	         25.440001
	         25.197306	      0.0014118843	         25.459999
	         25.226822	      0.0015953651	             25.48
	         25.256336	      0.0017702493	              25.5
	         25.285851	      0.0019367262	             25.52
	         25.315367	      0.0020949522	         25.540001
	         25.344881	      0.0022450732	         25.559999
	         25.374397	      0.0023872373	             25.58
	         25.403913	      0.0025215994	              25.6
	         25.433428	      0.0026483156	         25.620001
	         25.462942	      0.0027675403	         25.639999
	         25.492458	      0.0028794315	             25.66
	         25.521973	      0.0029841452	             25.68
	         25.551489	       0.003081667	         25.700001
	         25.581003	      0.0031709305	         25.719999
	         25.610519	      0.0032533153	             25.74
	         25.640034	      0.0033299087	             25.76
	         25.669548	      0.0034007865	         25.780001
	         25.699064	      0.0034656792	         25.799999
	         25.728579	      0.0035243251	             25.82
	         25.758093	      0.0035765371	             25.84
	         25.787609	      0.0036219198	         25.860001
	         25.817123	      0.0036601769	         25.879999
	         25.846638	      0.0036915587	              25.9
	         25.876154	      0.0037166344	             25.92
	         25.905668	      0.0037359642	         25.940001
	         25.935183	      0.0037499373	         25.959999
	         25.964699	      0.0037587548	             25.98
	         25.994213	      0.0037624806	                26
	         26.023726	      0.0037611155	             26.02
	         26.053234	      0.0037546516	         26.040001
	         26.082739	      0.0037431042	         26.059999
	         26.112242	      0.0037266824	             26.08
	         26.141739	      0.0037052901	              26.1
	         26.171232	      0.0036787302	         26.120001
	         26.200722	      0.0036469812	         26.139999
	         26.230206	      0.0036101427	             26.16
	         26.259686	      0.0035683394	             26.18
	         26.289164	      0.0035216755	         26.200001
	         26.318636	      0.0034702143	         26.219999
	         26.348104	      0.0034139962	             26.24
	         26.377571	      0.0033530495	             26.26
	         26.407032	       0.003287408	         26.280001
	         26.436489	      0.0032171155	         26.299999
	         26.465944	      0.0031422246	             26.32
	         26.495394	      0.0030627942	             26.34
	         26.524841	      0.0029788942	         26.360001
	         26.554285	      0.0028905883	         26.379999
	         26.583727	      0.0027979393	              26.4
	         26.613163	      0.0027010301	             26.42
	         26.642597	       0.002601244	         26.440001
	         26.672028	      0.0024980628	         26.459999
	         26.701454	      0.0023898738	             26.48
	         26.730875	      0.0022764679	              26.5
	          26.76029	      0.0021582283	             26.52
	           26.7897	      0.0020355899	         26.540001
	         26.819103	      0.0019088439	         26.559999
	         26.848503	      0.0017781375	             26.58
	         26.877895	      0.0016434999	              26.6
	         26.907284	      0.0015048959	         26.620001
	         26.936666	      0.0013622905	         26.639999
	         26.966045	      0.0012156822	             26.66
	         26.995419	      0.0010650964	             26.68
	         27.024786	     0.00091057515	         26.700001
	          27.05415	     0.00075216562	         26.719999
	         27.083508	      0.0005899159	             26.74
	          27.11286	     0.00042386676	             26.76
	         27.142185	     0.00025392402	         26.780001
	         27.171453	     7.8630801e-05	         26.799999
	         27.200621	    -0.00010064492	             26.82
	         27.229641	    -0.00028242389	             26.84
	         27.258469	    -0.00046663621	         26.860001
	          27.28706	    -0.00065384858	         26.879999
	         27.315369	     -0.0008445768	              26.9
	         27.343353	     -0.0010390275	             26.92
	         27.370974	     -0.0012371999	         26.940001
	         27.398182	      -0.001439015	         26.959999
	         27.424938	     -0.0016442511	             26.98
	         27.451193	     -0.0018525667	                27
	         27.476894	     -0.0020634327	             27.02
	         27.501999	     -0.0022762949	         27.040001
	         27.526464	     -0.0024907053	         27.059999
	         27.550255	     -0.0027062327	             27.08
	         27.573322	      -0.002922782	              27.1
	         27.595617	     -0.0031402302	         27.120001
	         27.617102	      -0.003358159	         27.139999
	         27.637737	     -0.0035750088	             27.16
	         27.657488	     -0.0037920317	             27.18
	           27.6763	     -0.0040100175	         27.200001
	         27.694141	     -0.0042278683	         27.219999
	         27.710978	     -0.0044449861	             27.24
	         27.726759	     -0.0046612932	             27.26
	         27.741449	     -0.0048751063	         27.280001
	         27.755018	     -0.0050868387	         27.299999
	         27.767427	     -0.0052991235	             27.32
	         27.778627	     -0.0055120843	             27.34
	         27.788599	     -0.0057254499	         27.360001
	         27.797304	     -0.0059374049	         27.379999
	         27.804695	     -0.0061456892	              27.4
	         27.810753	       -0.00635046	             27.42
	         27.815441	     -0.0065520741	         27.440001
	         27.818714	     -0.0067489408	         27.459999
	         27.820549	     -0.0069431998	             27.48
	          27.82091	     -0.0071369545	              27.5
	          27.81975	     -0.0073284199	             27.52
	         27.817041	     -0.0075163031	         27.540001
	         27.812731	     -0.0076991068	         27.559999
	         27.806767	     -0.0078780195	             27.58
	          27.79908	     -0.0080535449	              27.6
	         27.789539	     -0.0082229935	         27.620001
	         27.778004	     -0.0083863838	         27.639999
	         27.764038	     -0.0085491873	             27.66
	         27.746876	     -0.0087077785	             27.68
	          27.72621	     -0.0088543706	         27.700001
	         27.701609	     -0.0089841867	         27.719999
	         27.673109	     -0.0090879584	             27.74
	         27.641403	     -0.0091582285	             27.76
	         27.607166	     -0.0092074387	         27.780001
	         27.570976	     -0.0092438944	         27.799999
	         27.533323	     -0.0092717139	             27.82
	         27.494402	     -0.0092968103	             27.84
	         27.454189	     -0.0093294177	         27.860001
	         27.412731	     -0.0093747498	         27.879999
	         27.370094	     -0.0094311871	              27.9
	          27.32633	     -0.0095004123	             27.92
	         27.281504	     -0.0095890705	         27.940001
	         27.235682	      -0.009685291	         27.959999
	         27.188915	     -0.0098025063	             27.98
	         27.141251	     -0.0099439276	                28
	         27.092743	      -0.010109777	             28.02
	         27.043446	      -0.010299702	         28.040001
	          26.99338	      -0.010515608	         28.059999
	         26.942579	      -0.010762762	             28.08
	         26.891075	      -0.011031351	              28.1
	         26.838894	      -0.011325005	         28.120001
	         26.786068	      -0.011647082	         28.139999
	         26.732615	      -0.011994211	             28.16
	         26.678549	      -0.012371846	             28.18
	         26.623884	      -0.012779107	         28.200001
	         26.568634	      -0.013213953	         28.219999
	         26.512815	      -0.013674918	             28.24
	         26.456446	      -0.014166865	             28.26
	         26.399515	      -0.014685716	         28.280001
	         26.342041	      -0.015225802	         28.299999
	         26.284067	      -0.015785841	             28.32
	         26.225622	      -0.016372751	             28.34
	         26.166735	      -0.016989406	         28.360001
	         26.107418	      -0.017632253	         28.379999
	         26.047691	      -0.018300042	              28.4
	         25.987572	      -0.018992634	             28.42
	         25.927074	      -0.019713832	         28.440001
	         25.866217	      -0.020466151	         28.459999
	         25.805016	      -0.021245053	             28.48
	         25.743488	      -0.022051005	              28.5
	         25.681656	      -0.022885703	             28.52
	         25.619535	      -0.023749886	         28.540001
	         25.557148	      -0.024644004	         28.559999
	         25.494511	      -0.025569808	             28.58
	         25.431641	      -0.026532255	              28.6
	         25.368549	      -0.027530093	         28.620001
	         25.305254	      -0.028561847	         28.639999
	         25.241766	      -0.029626897	             28.66
	         25.178099	      -0.030724484	             28.68
	         25.114265	      -0.031855769	         28.700001
	         25.050274	      -0.033019695	         28.719999
	         24.986135	      -0.034213927	             28.74
	         24.921862	      -0.035438586	             28.76
	          24.85746	      -0.036692403	         28.780001
	          24.79294	      -0.037973784	         28.799999
	         24.728308	      -0.039283536	             28.82
	          24.66357	      -0.040622368	             28.84
	         24.598738	      -0.041989207	         28.860001
	         24.533815	      -0.043380246	         28.879999
	         24.468809	      -0.044792276	              28.9
	         24.403727	      -0.046225864	             28.92
	         24.338575	      -0.047682501	         28.940001
	         24.273361	      -0.049162231	         28.959999
	         24.208092	      -0.050662965	             28.98
	         24.142775	      -0.052183792	                29
	         24.077417	      -0.053723082	             29.02
	         24.012028	      -0.055280879	         29.040001
	         23.946609	      -0.056857429	         29.059999
	         23.881168	      -0.058453869	             29.08
	         23.815714	      -0.060070906	              29.1
	         23.750252	      -0.061711043	         29.120001
	          23.68479	      -0.063377373	         29.139999
	         23.619335	      -0.065070331	             29.16
	         23.553896	      -0.066791587	             29.18
	          23.48848	      -0.068539336	         29.200001
	         23.423094	      -0.070311703	         29.219999
	         23.357744	      -0.072110496	             29.24
	         23.292435	      -0.073937275	             29.26
	         23.227173	      -0.075792059	         29.280001
	         23.161964	      -0.077675626	         29.299999
	         23.096813	      -0.079589225	             29.32
	         23.031729	      -0.081537046	             29.34
	         22.966715	      -0.083524823	         29.360001
	         22.901779	      -0.085552216	         29.379999
	         22.836922	      -0.087616667	              29.4
	          22.77215	      -0.089717053	             29.42
	          22.70747	      -0.091853671	         29.440001
	         22.642885	      -0.094031133	         29.459999
	           22.5784	      -0.096250996	             29.48
	         22.514019	      -0.098510489	              29.5
	         22.449747	       -0.10080581	             29.52
	         22.385588	       -0.10313992	         29.540001
	         22.321547	       -0.10551643	         29.559999
	         22.257631	       -0.10793984	             29.58
	         22.193846	       -0.11040742	              29.6
	         22.130188	       -0.11291749	         29.620001
	         22.066664	       -0.11546866	         29.639999
	         22.003275	       -0.11806241	             29.66
	         21.940025	       -0.12070047	             29.68
	         21.876919	       -0.12338218	         29.700001
	         21.813961	       -0.12610203	         29.719999
	         21.751154	       -0.12886082	             29.74
	         21.688503	       -0.13166042	             29.76
	         21.626011	       -0.13450231	         29.780001
	         21.563683	        -0.1373868	         29.799999
	          21.50152	       -0.14031251	             29.82
	         21.439529	       -0.14327332	             29.84
	         21.377712	       -0.14627138	         29.860001
	         21.316078	       -0.14930891	         29.879999
	         21.254623	       -0.15238631	              29.9
	         21.193319	       -0.15550645	             29.92
	         21.132109	       -0.15866658	         29.940001
	         21.070938	       -0.16185983	         29.959999
	         21.009771	       -0.16507986	             29.98
	         20.948584	       -0.16832152	                30
	         20.887365	       -0.17158821	             30.02
	         20.826115	       -0.17487881	         30.040001
	         20.764833	       -0.17818673	         30.059999
	         20.703531	       -0.18150695	             30.08
	          20.64221	       -0.18483642	              30.1
	         20.580873	       -0.18817587	         30.120001
	         20.519527	        -0.1915289	         30.139999
	         20.458172	       -0.19489765	             30.16
	         20.396807	       -0.19828357	             30.18
	         20.335434	       -0.20168781	         30.200001
	         20.274057	       -0.20510173	         30.219999
	         20.212675	       -0.20851554	             30.24
	         20.151293	        -0.2119367	             30.26
	         20.089911	       -0.21537708	         30.280001
	         20.028538	       -0.21884947	         30.299999
	         19.967222	       -0.22235954	             30.32
	         19.906073	       -0.22591934	             30.34
	         19.845238	       -0.22954866	         30.360001
	         19.784861	       -0.23327434	         30.379999
	         19.725063	        -0.2371258	              30.4
	         19.665937	        -0.2411294	             30.42
	         19.607527	       -0.24531133	         30.440001
	         19.549812	       -0.24969418	         30.459999
	         19.492737	        -0.2542862	             30.48
	          19.43623	       -0.25907296	              30.5
	         19.380228	        -0.2640385	             30.52
	         19.324678	       -0.26916724	         30.540001
	         19.269537	        -0.2744416	         30.559999
	         19.214767	       -0.27984285	             30.58
	         19.160341	       -0.28535676	              30.6
	         19.106237	       -0.29096636	         30.620001
	         19.052423	       -0.29664865	         30.639999
	         18.998886	       -0.30237809	             30.66
	         18.945616	       -0.30813283	             30.68
	         18.892605	       -0.31389225	         30.700001
	         18.839846	       -0.31963238	         30.719999
	         18.787333	        -0.3253316	             30.74
	         18.735058	       -0.33098555	             30.76
	         18.683016	       -0.33659732	         30.780001
	         18.631207	       -0.34216818	         30.799999
	         18.579626	       -0.34769759	             30.82
	         18.528276	       -0.35319588	             30.84
	          18.47716	       -0.35868156	         30.860001
	         18.426277	       -0.36416864	         30.879999
	         18.375635	       -0.36967295	              30.9
	         18.325237	       -0.37520823	             30.92
	         18.275089	       -0.38078469	         30.940001
	         18.225195	       -0.38640636	         30.959999
	         18.175562	       -0.39207661	             30.98
	         18.126194	       -0.39780214	                31
	         18.077099	       -0.40359023	             31.02
	         18.028282	       -0.40945211	         31.040001
	          17.97975	       -0.41539475	         31.059999
	         17.931507	       -0.42143038	             31.08
	          17.88356	       -0.42757335	              31.1
	         17.835913	       -0.43382606	         31.120001
	         17.788567	       -0.44018015	         31.139999
	         17.741526	       -0.44661689	             31.16
	         17.694796	        -0.4531295	             31.18
	          17.64838	        -0.4597162	         31.200001
	         17.602282	       -0.46637464	         31.219999
	         17.556503	       -0.47310036	             31.24
	         17.511047	       -0.47989285	             31.26
	         17.465918	       -0.48675677	         31.280001
	         17.421124	        -0.4936915	         31.299999
	         17.376661	       -0.50069559	             31.32
	         17.332535	       -0.50776011	             31.34
	          17.28875	       -0.51487797	         31.360001
	         17.245312	       -0.52204597	         31.379999
	         17.202223	       -0.52926183	              31.4
	         17.159492	       -0.53652155	             31.42
	         17.117125	       -0.54382253	         31.440001
	         17.075129	       -0.55115688	         31.459999
	         17.033508	       -0.55853701	             31.48
	         16.992275	       -0.56596887	              31.5
	         16.951433	       -0.57345229	             31.52
	         16.910992	       -0.58098334	         31.540001
	         16.870956	       -0.58854657	         31.559999
	         16.831337	       -0.59613836	             31.58
	         16.792143	       -0.60376269	              31.6
	         16.753378	         -0.611431	         31.620001
	         16.715052	       -0.61915809	         31.639999
	         16.677168	       -0.62695014	             31.66
	         16.639729	       -0.63480949	             31.68
	         16.602741	       -0.64273685	         31.700001
	         16.566202	        -0.6507324	         31.719999
	         16.530098	       -0.65879703	             31.74
	         16.494413	       -0.66691691	             31.76
	         16.459158	       -0.67508489	         31.780001
	          16.42433	       -0.68329567	         31.799999
	         16.389925	       -0.69154149	             31.82
	         16.355934	       -0.69981319	             31.84
	         16.322346	       -0.70810467	         31.860001
	         16.289148	       -0.71641618	         31.879999
	         16.256332	       -0.72474182	              31.9
	         16.223881	       -0.73307168	             31.92
	         16.191786	       -0.74139494	         31.940001
	         16.160038	       -0.74971193	         31.959999
	         16.128624	       -0.75801849	             31.98
	         16.097538	       -0.76629168	                32
	         16.066774	       -0.77451384	             32.02
	         16.036325	       -0.78267586	         32.040001
	         16.006187	       -0.79077023	         32.060001
	         15.976358	       -0.79879349	         32.080002
	         15.946835	       -0.80674231	         32.099998
	         15.917616	       -0.81461453	         32.119999
	         15.888703	       -0.82240981	         32.139999
	           15.8601	       -0.83013684	             32.16
	         15.831806	       -0.83780968	             32.18
	         15.803827	       -0.84544128	         32.200001
	         15.776166	       -0.85303998	         32.220001
	         15.748834	       -0.86060947	         32.240002
	         15.721827	       -0.86816049	         32.259998
	         15.695146	       -0.87569976	         32.279999
	         15.668797	       -0.88324451	         32.299999
	          15.64279	       -0.89081192	             32.32
	         15.617127	       -0.89840424	             32.34
	         15.591814	       -0.90601975	         32.360001
	         15.566854	       -0.91365522	         32.380001
	         15.542252	       -0.92130625	         32.400002
	         15.518011	        -0.9289639	         32.419998
	         15.494135	       -0.93661028	         32.439999
	         15.470625	       -0.94424158	         32.459999
	         15.447484	       -0.95185673	             32.48
	         15.424713	        -0.9594534	              32.5
	         15.402313	       -0.96703023	             32.52
	         15.380286	         -0.974585	         32.540001
	         15.358632	        -0.9821164	         32.560001
	         15.337351	       -0.98962027	         32.580002
	         15.316441	       -0.99709159	         32.599998
	           15.2959	        -1.0045264	         32.619999
	         15.275728	        -1.0119311	         32.639999
	         15.255922	        -1.0193102	             32.66
	         15.236482	        -1.0266563	             32.68
	         15.217401	        -1.0339621	         32.700001
	         15.198664	        -1.0412223	         32.720001
	         15.180268	        -1.0484202	         32.740002
	         15.162215	        -1.0555451	         32.759998
	         15.144505	        -1.0625859	         32.779999
	         15.127134	        -1.0695362	         32.799999
	         15.110103	        -1.0763919	             32.82
	         15.093408	        -1.0831503	             32.84
	         15.077043	        -1.0898066	         32.860001
	         15.061005	        -1.0963618	         32.880001
	         15.045288	        -1.1028187	         32.900002
	         15.029888	        -1.1091793	         32.919998
	         15.014801	        -1.1154406	         32.939999
	         15.000022	        -1.1216003	         32.959999
	         14.985546	        -1.1276562	             32.98
	         14.971369	         -1.133605	                33
	         14.957488	         -1.139437	             33.02
	         14.943898	        -1.1451542	         33.040001
	         14.930596	        -1.1507636	         33.060001
	          14.91758	        -1.1562693	         33.080002
	         14.904843	         -1.161669	         33.099998
	         14.892385	        -1.1669633	         33.119999
	         14.880202	        -1.1721438	         33.139999
	         14.868291	        -1.1771997	             33.16
	         14.856649	        -1.1821289	             33.18
	         14.845282	        -1.1869295	         33.200001
	         14.834144	        -1.1916122	         33.220001
	          14.82311	        -1.1961727	         33.240002
	         14.812129	        -1.2005714	         33.259998
	         14.801178	          -1.20478	         33.279999
	         14.790244	        -1.2087651	         33.299999
	         14.779318	        -1.2124937	             33.32
	         14.768396	         -1.215938	             33.34
	         14.757505	        -1.2190719	         33.360001
	         14.746712	         -1.221876	         33.380001
	         14.736083	        -1.2243521	         33.400002
	         14.725671	         -1.226527	         33.419998
	         14.715508	        -1.2284477	         33.439999
	         14.705612	        -1.2301799	         33.459999
	         14.695994	        -1.2317885	             33.48
	         14.686656	        -1.2333313	              33.5
	         14.677601	        -1.2348515	             33.52
	         14.668829	        -1.2363725	         33.540001
	         14.660327	        -1.2379072	         33.560001
	         14.652072	         -1.239454	         33.580002
	         14.644048	        -1.2409934	         33.599998
	         14.636246	        -1.2425023	         33.619999
	         14.628662	        -1.2439566	         33.639999
	         14.621297	        -1.2453318	             33.66
	          14.61415	        -1.2465992	             33.68
	         14.607224	        -1.2477355	         33.700001
	         14.600518	        -1.2487231	         33.720001
	         14.594031	        -1.2495531	         33.740002
	         14.587757	        -1.2502203	         33.759998
	         14.581689	        -1.2507195	         33.779999
	         14.575825	        -1.2510424	         33.799999
	         14.570164	        -1.2511839	             33.82
	         14.564705	        -1.2511436	             33.84
	          14.55945	        -1.2509259	         33.860001
	         14.554397	        -1.2505404	         33.880001
	         14.549546	        -1.2499958	         33.900002
	           14.5449	        -1.2493013	         33.919998
	         14.540453	         -1.248467	         33.939999
	         14.536203	        -1.2475088	         33.959999
	         14.532149	         -1.246446	             33.98
	         14.528289	         -1.245293	                34
	         14.524624	        -1.2440615	             34.02
	         14.521153	         -1.242762	         34.040001
	         14.517879	        -1.2414062	         34.060001
	         14.514802	        -1.2400039	         34.080002
	         14.511921	        -1.2385625	         34.099998
	         14.509236	        -1.2370899	         34.119999
	         14.506744	        -1.2355921	         34.139999
	         14.504445	        -1.2340735	             34.16
	         14.502338	        -1.2325357	             34.18
	         14.500426	        -1.2309796	         34.200001
	         14.498708	        -1.2294034	         34.220001
	         14.497187	        -1.2278051	         34.240002
	         14.495861	        -1.2261856	         34.259998
	         14.494727	        -1.2245542	         34.279999
	          14.49366	        -1.2229311	         34.299999
	         14.492286	        -1.2213314	             34.32
	         14.490033	          -1.21972	             34.34
	         14.485817	        -1.2180686	         34.360001
	         14.479508	         -1.216059	         34.380001
	         14.472187	        -1.2131819	         34.400002
	         14.465998	        -1.2088568	         34.419998
	         14.460526	        -1.2035923	         34.439999
	         14.455378	        -1.1979378	         34.459999
	         14.450369	        -1.1922842	             34.48
	         14.445418	        -1.1868606	              34.5
	         14.440513	        -1.1817676	             34.52
	         14.435827	        -1.1769619	         34.540001
	         14.431339	        -1.1724541	         34.560001
	         14.426974	        -1.1682453	         34.580002
	         14.422687	        -1.1643249	         34.599998
	         14.418453	         -1.160659	         34.619999
	         14.414202	        -1.1571916	         34.639999
	          14.40417	        -1.1535643	             34.66
	         14.376697	        -1.1506752	             34.68
	         14.339706	        -1.1474243	         34.700001
	         14.310239	        -1.1372855	         34.720001
	         14.289744	        -1.1204966	         34.740002
	         14.275674	        -1.1017135	         34.759998
	         14.265744	        -1.0853351	         34.779999
	          14.25853	        -1.0737115	         34.799999
	         14.253313	        -1.0672528	             34.82
	         14.249664	         -1.065037	             34.84
	         14.247308	        -1.0657583	         34.860001
	         14.246083	        -1.0685201	         34.880001
	         14.245892	        -1.0727378	         34.900002
	         14.246675	        -1.0779599	         34.919998
	         14.248392	        -1.0838083	         34.939999
	          14.25101	        -1.0899518	         34.959999
	         14.254496	        -1.0960693	             34.98
	         14.258818	        -1.1018699	                35
	         14.263941	        -1.1070775	             35.02
	         14.269831	        -1.1114953	         35.040001
	         14.276449	        -1.1149729	         35.060001
	         14.283759	        -1.1174139	         35.080002
	          14.29172	        -1.1187764	         35.099998
	          14.30029	        -1.1190273	         35.119999
	         14.309426	        -1.1181123	         35.139999
	         14.319088	        -1.1160234	             35.16
	          14.32923	        -1.1128343	             35.18
	         14.339808	        -1.1086309	         35.200001
	         14.350778	        -1.1035382	         35.220001
	         14.362095	        -1.0977666	         35.240002
	         14.373725	        -1.0915465	         35.259998
	         14.385632	        -1.0850807	         35.279999
	         14.397788	        -1.0785476	         35.299999
	         14.410172	        -1.0720954	             35.32
	         14.422768	        -1.0658382	             35.34
	         14.435566	        -1.0598605	         35.360001
	         14.448562	        -1.0542103	         35.380001
	         14.461753	         -1.048912	         35.400002
	         14.475141	         -1.043972	         35.419998
	         14.488729	        -1.0393828	         35.439999
	         14.502525	        -1.0351081	         35.459999
	         14.516536	        -1.0311062	             35.48
	         14.530769	        -1.0273232	              35.5
	         14.545229	        -1.0236744	             35.52
	         14.559923	        -1.0201204	         35.540001
	         14.574857	        -1.0166605	         35.560001
	         14.590035	        -1.0132895	         35.580002
	         14.605465	        -1.0099913	         35.599998
	         14.621149	        -1.0067396	         35.619999
	         14.637092	        -1.0035081	         35.639999
	         14.653295	        -1.0002694	             35.66
	         14.669758	       -0.99699295	             35.68
	         14.686481	       -0.99364173	         35.700001
	         14.703461	       -0.99018055	         35.720001
	         14.720694	       -0.98658812	         35.740002
	         14.738174	       -0.98286152	         35.759998
	         14.755898	       -0.97900277	         35.779999
	         14.773856	       -0.97501409	         35.799999
	         14.792042	       -0.97090131	             35.82
	         14.810446	       -0.96667343	             35.84
	         14.829062	       -0.96233791	         35.860001
	         14.847878	       -0.95789975	         35.880001
	         14.866887	       -0.95335388	         35.900002
	         14.886083	       -0.94871336	         35.919998
	         14.905456	       -0.94400114	         35.939999
	            14.925	       -0.93923843	         35.959999
	         14.944711	       -0.93444651	             35.98
	         14.964582	       -0.92964804	                36
	         14.984611	       -0.92485368	             36.02
	         15.004791	       -0.92006856	         36.040001
	         15.025123	       -0.91530043	         36.060001
	         15.045602	       -0.91055316	         36.080002
	         15.066226	       -0.90582502	         36.099998
	         15.086997	       -0.90111142	         36.119999
	         15.107912	       -0.89640743	         36.139999
	         15.128972	       -0.89170814	             36.16
	         15.150177	       -0.88699985	             36.18
	         15.171526	       -0.88227087	         36.200001
	          15.19302	       -0.87752187	         36.220001
	         15.214656	       -0.87275958	         36.240002
	         15.236436	       -0.86798966	         36.259998
	         15.258358	       -0.86321336	         36.279999
	         15.280421	       -0.85843176	         36.299999
	         15.302626	       -0.85364139	             36.32
	         15.324969	       -0.84883118	             36.34
	         15.347452	       -0.84399348	         36.360001
	         15.370073	       -0.83912826	         36.380001
	         15.392831	       -0.83423775	         36.400002
	         15.415725	       -0.82932997	         36.419998
	         15.438752	        -0.8244099	         36.439999
	         15.461912	       -0.81947988	         36.459999
	         15.485201	       -0.81454057	             36.48
	         15.508617	       -0.80959398	              36.5
	          15.53216	        -0.8046422	             36.52
	         15.555825	       -0.79968792	         36.540001
	         15.579611	         -0.794734	         36.560001
	         15.603515	       -0.78978264	         36.580002
	         15.627535	       -0.78483629	         36.599998
	          15.65167	       -0.77989584	         36.619999
	         15.675918	       -0.77496576	         36.639999
	         15.700277	       -0.77004987	             36.66
	         15.724747	       -0.76514906	             36.68
	         15.749327	       -0.76026386	         36.700001
	         15.774014	       -0.75539374	         36.720001
	          15.79881	       -0.75053889	         36.740002
	         15.823711	        -0.7457068	         36.759998
	          15.84872	       -0.74090189	         36.779999
	         15.873833	       -0.73612189	         36.799999
	         15.899049	       -0.73136264	             36.82
	         15.924369	       -0.72662234	             36.84
	         15.949791	       -0.72189653	         36.860001
	         15.975314	       -0.71717381	         36.880001
	          16.00094	       -0.71244222	         36.900002
	         16.026667	       -0.70770526	         36.919998
	         16.052492	       -0.70296997	         36.939999
	         16.078417	       -0.69824165	         36.959999
	         16.104439	        -0.6935215	             36.98
	          16.13056	       -0.68879873	                37
	         16.156776	       -0.68407023	             37.02
	         16.183086	          -0.67934	         37.040001
	         16.209492	       -0.67461216	         37.060001
	         16.235989	        -0.6698938	         37.080002
	         16.262577	       -0.66519099	         37.099998
	         16.289253	       -0.66050637	         37.119999
	         16.316019	       -0.65583867	         37.139999
	         16.342873	       -0.65118659	             37.16
	         16.369812	       -0.64655066	             37.18
	         16.396835	       -0.64193213	         37.200001
	         16.423943	       -0.63733071	         37.220001
	         16.451132	       -0.63274819	         37.240002
	         16.478403	        -0.6281873	         37.259998
	         16.505756	       -0.62364918	         37.279999
	         16.533188	       -0.61913151	         37.299999
	         16.560698	       -0.61463207	             37.32
